order_id,customer_id,seller_id,order_date,order_value,quantity,product_category,discount_pct,payment_method,customer_state,delivery_zone,customer_order_count,customer_previous_rto_count,customer_previous_cancel_count,previous_successful_orders,customer_previous_rto_rate,days_since_last_order,seller_previous_orders,seller_previous_rto_count,seller_previous_rto_rate,orders_last_24h,orders_last_7d,device_order_count_7d,multiple_accounts_device,address_order_count,distance_seller_customer_km,estimated_delivery_days,is_weekend,is_holiday,seller_rating,customer_account_age_days,cod_amount,address_change_count_30d,failed_delivery_attempts_previous,night_order,rto
ORD001993,11521,1389,2024-03-24 00:00:00,798.43,2,Footwear,15.4,COD,Karnataka,Semi-Urban,10,2,0,8,0.2,7.9,723,65,0.0899,1,3,3,0,1,149.8,4,1,0,3.28,1993,798.43,1,1,1,0
ORD001994,10826,1709,2024-03-24 01:00:00,816.37,1,Fashion,9.6,Wallet,Delhi,Urban,12,3,3,6,0.25,4.1,702,27,0.0385,4,11,3,0,5,229.6,2,1,0,3.89,1266,0.0,0,0,1,0
ORD001995,14822,1570,2024-03-24 02:00:00,637.56,1,Electronics,19.7,Wallet,Bihar,Urban,14,2,1,11,0.1429,6.4,770,171,0.2221,0,3,4,0,2,84.1,3,1,0,4.15,1023,0.0,0,1,1,0
ORD001996,11500,1447,2024-03-24 03:00:00,372.77,1,Beauty,8.8,UPI,Maharashtra,Urban,10,1,2,7,0.1,4.3,720,98,0.1361,3,8,4,0,3,171.4,6,1,0,4.0,1990,0.0,0,0,1,1
ORD001997,16737,1753,2024-03-24 04:00:00,155.6,1,Beauty,39.1,UPI,Karnataka,Semi-Urban,7,0,0,7,0.0,37.5,753,25,0.0332,1,8,2,0,7,62.1,2,1,0,4.56,1964,0.0,0,0,1,1
ORD001998,13294,1145,2024-03-24 05:00:00,2246.82,1,Home,24.7,UPI,Karnataka,Urban,9,0,0,9,0.0,13.0,808,97,0.12,5,12,3,0,3,87.8,4,1,0,4.07,1261,0.0,0,0,1,0
ORD001999,15085,1387,2024-03-24 06:00:00,431.67,1,Fashion,12.3,COD,Bihar,Urban,7,3,0,4,0.4286,28.0,789,248,0.3143,1,6,3,0,3,154.9,5,1,0,3.3,1268,431.67,0,0,0,1
ORD002000,12419,1784,2024-03-24 07:00:00,2807.1,4,Footwear,2.9,COD,Bihar,Urban,6,1,0,5,0.1667,9.2,737,17,0.0231,2,5,4,0,3,117.3,6,1,0,4.33,130,2807.1,0,0,0,0
ORD002001,10934,1248,2024-03-24 08:00:00,1708.97,1,Fashion,10.6,Credit Card,Delhi,Urban,7,2,1,4,0.2857,15.0,772,256,0.3316,3,4,4,0,3,31.0,3,1,0,3.5,440,0.0,1,0,0,0
ORD002002,13042,1525,2024-03-24 09:00:00,859.7,2,Beauty,7.1,Credit Card,West Bengal,Urban,9,0,0,9,0.0,23.5,748,164,0.2193,1,5,4,0,4,12.6,4,1,0,3.81,832,0.0,0,0,0,0
ORD002003,14497,1461,2024-03-24 10:00:00,1587.4,1,Fashion,20.2,Debit Card,West Bengal,Urban,10,0,4,6,0.0,1.8,759,159,0.2095,1,10,7,0,4,150.2,1,1,0,3.83,90,0.0,0,1,0,0
ORD002004,11466,1012,2024-03-24 11:00:00,1415.28,2,Beauty,15.8,Debit Card,West Bengal,Rural,9,2,0,7,0.2222,7.3,747,10,0.0134,0,1,2,0,2,102.1,4,1,0,4.21,1650,0.0,0,1,0,0
ORD002005,13561,1383,2024-03-24 12:00:00,566.19,1,Electronics,16.0,COD,Karnataka,Urban,7,0,0,7,0.0,82.6,699,28,0.0401,4,10,8,0,4,172.9,2,1,0,4.22,836,566.19,0,0,0,1
ORD002006,10614,1555,2024-03-24 13:00:00,1086.82,2,Electronics,12.4,UPI,Delhi,Urban,12,1,0,11,0.0833,48.4,794,59,0.0743,1,5,3,0,2,40.7,4,1,0,4.85,629,0.0,1,0,0,0
ORD002007,15392,1398,2024-03-24 14:00:00,609.17,2,Beauty,22.8,UPI,West Bengal,Rural,8,0,0,8,0.0,65.9,811,13,0.016,3,5,2,0,3,129.8,5,1,0,4.51,1776,0.0,0,0,0,0
ORD002008,17693,1018,2024-03-24 15:00:00,1623.72,2,Footwear,11.7,Debit Card,Bihar,Urban,7,1,0,6,0.1429,1.0,748,1,0.0013,2,7,3,0,1,107.5,3,1,0,4.35,65,0.0,0,0,0,0
ORD002009,11182,1574,2024-03-24 16:00:00,713.99,1,Footwear,13.4,COD,Karnataka,Semi-Urban,6,1,0,5,0.1667,20.8,737,82,0.1113,7,11,4,0,6,192.8,7,1,0,4.04,1247,713.99,0,0,0,1
ORD002010,13223,1490,2024-03-24 17:00:00,1034.86,2,Fashion,8.1,UPI,Karnataka,Urban,7,0,0,7,0.0,8.1,721,64,0.0888,1,6,1,0,3,33.1,3,1,0,4.67,331,0.0,0,0,0,0
ORD002011,17138,1750,2024-03-24 18:00:00,1008.4,1,Beauty,11.7,COD,Bihar,Rural,8,2,0,6,0.25,46.6,750,44,0.0587,2,5,3,0,3,198.3,2,1,0,4.66,931,1008.4,0,0,0,0
ORD002012,12667,1418,2024-03-24 19:00:00,1179.62,1,Home,5.0,COD,Delhi,Rural,10,2,0,8,0.2,22.7,747,44,0.0589,2,11,1,0,1,85.5,1,1,0,3.97,460,1179.62,0,0,0,0
ORD002013,16331,1336,2024-03-24 20:00:00,2973.61,1,Footwear,8.1,COD,Delhi,Urban,11,3,1,7,0.2727,5.3,777,247,0.3179,1,5,2,0,2,37.0,2,1,0,4.24,731,2973.61,0,0,0,0
ORD002014,17980,1418,2024-03-24 21:00:00,949.01,1,Footwear,7.9,Wallet,West Bengal,Urban,8,0,0,8,0.0,1.8,780,29,0.0372,3,8,3,0,3,228.2,3,1,0,3.88,1110,0.0,0,0,0,0
ORD002015,15217,1611,2024-03-24 22:00:00,2277.32,1,Electronics,6.1,UPI,Bihar,Urban,10,0,3,7,0.0,30.3,707,27,0.0382,2,6,3,0,3,182.9,4,1,0,4.14,1683,0.0,0,2,1,0
ORD002016,10130,1674,2024-03-24 23:00:00,1462.64,2,Footwear,32.8,UPI,Maharashtra,Rural,8,1,0,7,0.125,66.4,739,2,0.0027,2,5,1,0,3,155.1,2,1,0,4.22,499,0.0,0,0,1,0
ORD002017,16948,1121,2024-03-25 00:00:00,2568.41,1,Footwear,34.8,COD,Delhi,Urban,9,0,2,7,0.0,9.7,770,171,0.2221,2,5,3,0,4,68.3,2,0,0,4.08,723,2568.41,0,1,1,0
ORD002018,15290,1431,2024-03-25 01:00:00,895.1,1,Footwear,13.9,UPI,West Bengal,Rural,5,1,0,4,0.2,14.2,747,134,0.1794,1,6,3,0,4,52.7,5,0,0,4.35,1456,0.0,0,0,1,0
ORD002019,12983,1043,2024-03-25 02:00:00,1665.17,1,Beauty,5.7,Debit Card,Karnataka,Semi-Urban,9,2,0,7,0.2222,33.0,709,101,0.1425,0,2,4,0,5,364.7,3,0,0,3.89,1253,0.0,1,0,1,0
ORD002020,17129,1316,2024-03-25 03:00:00,1058.32,2,Beauty,24.7,COD,Delhi,Urban,5,0,0,5,0.0,22.4,720,138,0.1917,1,3,6,0,1,246.4,1,0,0,4.25,1531,1058.32,0,0,1,0
ORD002021,14278,1380,2024-03-25 04:00:00,182.43,1,Electronics,26.7,Wallet,Maharashtra,Semi-Urban,6,0,2,4,0.0,24.1,741,26,0.0351,5,7,5,0,3,61.9,3,0,0,4.27,737,0.0,1,0,1,0
ORD002022,17126,1144,2024-03-25 05:00:00,570.26,1,Fashion,14.7,COD,Karnataka,Urban,9,1,2,6,0.1111,7.7,787,119,0.1512,4,6,3,0,4,140.1,4,0,0,4.46,1492,570.26,0,0,1,0
ORD002023,14459,1326,2024-03-25 06:00:00,1555.3,2,Footwear,41.2,Wallet,Karnataka,Urban,10,5,0,5,0.5,2.8,771,185,0.2399,4,8,3,0,4,147.1,3,0,0,4.78,692,0.0,1,1,0,0
ORD002024,10038,1362,2024-03-25 07:00:00,1494.82,1,Fashion,37.1,UPI,Bihar,Urban,10,0,1,9,0.0,16.0,750,89,0.1187,1,3,5,1,3,255.4,4,0,0,4.58,628,0.0,0,0,0,1
ORD002025,17694,1049,2024-03-25 08:00:00,504.22,1,Beauty,25.3,COD,Bihar,Urban,5,1,1,3,0.2,20.2,771,91,0.118,2,3,6,0,2,156.7,3,0,0,4.24,1170,504.22,0,0,0,0
ORD002026,13959,1064,2024-03-25 09:00:00,1251.65,1,Footwear,10.5,COD,Delhi,Urban,10,2,2,6,0.2,36.8,732,129,0.1762,1,9,6,0,2,113.5,3,0,0,3.64,713,1251.65,0,0,0,1
ORD002027,16640,1354,2024-03-25 10:00:00,1483.2,2,Fashion,16.8,COD,Maharashtra,Urban,13,0,1,12,0.0,2.1,779,117,0.1502,3,4,3,0,2,46.0,5,0,0,3.88,1510,1483.2,0,0,0,0
ORD002028,13587,1799,2024-03-25 11:00:00,1074.06,2,Fashion,5.7,COD,Bihar,Semi-Urban,7,1,2,4,0.1429,5.2,768,56,0.0729,2,7,3,1,2,137.4,4,0,0,4.08,1266,1074.06,0,1,0,0
ORD002029,15468,1163,2024-03-25 12:00:00,1698.14,1,Home,30.0,UPI,West Bengal,Semi-Urban,10,3,0,7,0.3,6.4,744,90,0.121,1,1,2,0,4,178.0,5,0,0,3.66,1186,0.0,2,0,0,0
ORD002030,17125,1140,2024-03-25 13:00:00,1564.83,1,Beauty,5.6,COD,Karnataka,Rural,8,0,1,7,0.0,19.7,768,65,0.0846,1,5,3,0,3,102.3,4,0,0,4.24,1063,1564.83,0,0,0,0
ORD002031,10920,1127,2024-03-25 14:00:00,1073.75,1,Electronics,12.2,Wallet,West Bengal,Semi-Urban,8,1,0,7,0.125,13.3,783,96,0.1226,0,5,2,0,3,363.4,3,0,0,4.34,960,0.0,0,0,0,0
ORD002032,17564,1397,2024-03-25 15:00:00,807.15,2,Electronics,23.4,Credit Card,Karnataka,Semi-Urban,4,0,0,4,0.0,30.6,739,42,0.0568,3,11,2,0,2,401.9,7,0,0,4.67,1875,0.0,0,0,0,1
ORD002033,12769,1462,2024-03-25 16:00:00,2049.86,3,Home,15.5,Debit Card,West Bengal,Urban,7,1,1,5,0.1429,49.3,736,13,0.0177,2,12,5,0,1,86.4,5,0,0,4.92,1733,0.0,0,0,0,0
ORD002034,17328,1750,2024-03-25 17:00:00,1447.94,1,Fashion,19.1,UPI,Karnataka,Urban,11,3,1,7,0.2727,24.3,705,36,0.0511,4,11,3,0,6,165.7,2,0,0,4.49,35,0.0,0,2,0,0
ORD002035,14111,1186,2024-03-25 18:00:00,478.73,1,Home,22.7,COD,Bihar,Urban,9,1,1,7,0.1111,51.2,740,185,0.25,1,10,2,0,5,157.3,3,0,0,3.94,1297,478.73,0,0,0,1
ORD002036,10492,1719,2024-03-25 19:00:00,1252.05,2,Home,3.9,COD,West Bengal,Urban,5,1,1,3,0.2,26.8,757,57,0.0753,1,4,3,0,2,178.1,3,0,0,4.18,1179,1252.05,0,0,0,0
ORD002037,15545,1731,2024-03-25 20:00:00,549.71,2,Beauty,15.5,COD,Delhi,Semi-Urban,11,0,2,9,0.0,22.2,719,183,0.2545,2,11,3,0,2,65.3,7,0,0,4.2,1571,549.71,1,0,0,1
ORD002038,11131,1189,2024-03-25 21:00:00,614.78,3,Footwear,8.4,UPI,Delhi,Semi-Urban,8,2,2,4,0.25,19.4,730,145,0.1986,3,3,2,0,1,151.7,4,0,0,4.11,1195,0.0,0,0,0,0
ORD002039,17037,1387,2024-03-25 22:00:00,741.63,2,Fashion,20.5,Credit Card,Maharashtra,Rural,12,1,1,10,0.0833,17.4,670,19,0.0284,1,8,2,0,3,108.4,2,0,0,4.3,273,0.0,0,0,1,0
ORD002040,13521,1428,2024-03-25 23:00:00,1126.56,3,Electronics,18.4,COD,Maharashtra,Urban,9,1,2,6,0.1111,4.7,733,142,0.1937,3,8,1,0,3,222.9,1,0,0,4.23,1195,1126.56,0,1,1,0
ORD002041,10310,1283,2024-03-26 00:00:00,1372.91,1,Electronics,15.8,COD,Maharashtra,Semi-Urban,10,0,0,10,0.0,17.0,759,57,0.0751,0,3,6,0,3,86.6,7,0,0,4.12,1524,1372.91,0,0,1,0
ORD002042,10738,1236,2024-03-26 01:00:00,858.03,1,Home,20.8,UPI,West Bengal,Rural,8,0,3,5,0.0,37.5,755,10,0.0132,1,4,2,0,3,71.7,4,0,0,3.98,1531,0.0,0,0,1,0
ORD002043,13241,1193,2024-03-26 02:00:00,880.85,1,Home,46.2,UPI,Karnataka,Urban,12,2,3,7,0.1667,19.8,766,84,0.1097,2,4,4,0,2,210.6,7,0,0,5.0,704,0.0,0,0,1,0
ORD002044,10545,1286,2024-03-26 03:00:00,810.83,2,Home,11.2,COD,Maharashtra,Urban,5,3,0,2,0.6,14.0,734,134,0.1826,2,5,4,0,2,151.8,2,0,0,4.41,1872,810.83,2,0,1,0
ORD002045,12461,1770,2024-03-26 04:00:00,2055.98,1,Fashion,1.9,COD,Bihar,Rural,12,0,3,9,0.0,70.3,756,83,0.1098,3,6,3,1,2,307.9,3,0,0,4.5,566,2055.98,0,0,1,0
ORD002046,14346,1757,2024-03-26 05:00:00,197.99,1,Home,5.8,Credit Card,Delhi,Semi-Urban,9,0,0,9,0.0,0.5,728,194,0.2665,1,6,4,0,4,185.6,4,0,0,3.86,921,0.0,0,1,1,0
ORD002047,14854,1135,2024-03-26 06:00:00,911.23,1,Home,7.9,Credit Card,Delhi,Semi-Urban,11,2,1,8,0.1818,3.4,709,27,0.0381,0,2,1,0,3,240.4,3,0,0,3.98,1270,0.0,1,0,0,0
ORD002048,11804,1791,2024-03-26 07:00:00,2771.08,1,Footwear,23.5,COD,Bihar,Rural,6,2,0,4,0.3333,56.5,802,100,0.1247,1,2,4,0,7,68.8,2,0,0,3.59,1587,2771.08,2,0,0,1
ORD002049,13212,1782,2024-03-26 08:00:00,1495.68,3,Fashion,4.9,Debit Card,Delhi,Semi-Urban,9,0,1,8,0.0,3.2,759,40,0.0527,2,11,1,1,3,82.3,4,0,0,3.73,268,0.0,0,0,0,0
ORD002050,15393,1170,2024-03-26 09:00:00,2345.16,1,Beauty,8.0,Credit Card,West Bengal,Urban,12,0,1,11,0.0,20.3,760,38,0.05,2,7,4,0,2,149.6,4,0,0,4.36,917,0.0,0,0,0,1
ORD002051,17583,1158,2024-03-26 10:00:00,323.58,1,Beauty,8.3,UPI,Bihar,Semi-Urban,10,3,0,7,0.3,63.0,783,76,0.0971,3,7,5,0,4,234.7,2,0,0,4.09,720,0.0,2,0,0,0
ORD002052,15727,1200,2024-03-26 11:00:00,520.43,2,Footwear,33.5,COD,West Bengal,Semi-Urban,8,0,0,8,0.0,28.9,713,115,0.1613,1,5,4,0,3,84.1,3,0,0,4.53,395,520.43,0,0,0,1
ORD002053,13810,1486,2024-03-26 12:00:00,1492.83,1,Electronics,12.3,UPI,Delhi,Urban,9,2,0,7,0.2222,14.5,759,105,0.1383,0,1,4,0,2,102.2,2,0,0,4.02,195,0.0,0,1,0,0
ORD002054,16010,1556,2024-03-26 13:00:00,2780.48,2,Beauty,6.8,COD,Bihar,Urban,10,0,0,10,0.0,2.1,721,110,0.1526,0,5,3,0,5,189.6,5,0,0,4.32,1947,2780.48,0,0,0,0
ORD002055,17206,1775,2024-03-26 14:00:00,552.94,2,Fashion,14.2,UPI,Bihar,Urban,7,0,0,7,0.0,5.7,757,38,0.0502,1,3,4,0,4,93.5,5,0,0,4.61,1881,0.0,0,0,0,0
ORD002056,10813,1582,2024-03-26 15:00:00,869.0,3,Electronics,10.6,UPI,Bihar,Semi-Urban,10,2,2,6,0.2,30.6,776,53,0.0683,2,7,2,0,1,104.0,3,0,0,3.76,1855,0.0,1,1,0,1
ORD002057,14124,1503,2024-03-26 16:00:00,1395.32,3,Home,5.1,COD,Delhi,Urban,11,0,1,10,0.0,29.5,722,124,0.1717,2,7,2,0,1,314.4,3,0,1,3.61,527,1395.32,1,0,0,0
ORD002058,15053,1370,2024-03-26 17:00:00,458.75,1,Fashion,12.9,Debit Card,Delhi,Urban,12,1,2,9,0.0833,22.0,717,40,0.0558,3,7,2,0,2,200.1,4,0,0,3.94,1820,0.0,0,0,0,0
ORD002059,12032,1102,2024-03-26 18:00:00,1499.69,1,Electronics,10.6,COD,Delhi,Semi-Urban,11,1,0,10,0.0909,18.5,752,92,0.1223,1,8,4,0,2,18.9,5,0,0,4.4,1783,1499.69,1,0,0,1
ORD002060,14572,1124,2024-03-26 19:00:00,220.21,1,Beauty,7.2,COD,Maharashtra,Urban,8,0,0,8,0.0,8.6,756,140,0.1852,3,7,2,0,5,251.8,5,0,0,3.32,243,220.21,0,0,0,0
ORD002061,14413,1312,2024-03-26 20:00:00,1473.42,1,Home,27.6,COD,Maharashtra,Rural,3,0,1,2,0.0,25.7,763,163,0.2136,1,7,1,0,4,88.5,2,0,0,4.68,1536,1473.42,1,0,0,1
ORD002062,10244,1797,2024-03-26 21:00:00,603.62,1,Home,5.9,UPI,Karnataka,Rural,10,0,2,8,0.0,73.6,733,35,0.0477,3,4,2,0,2,41.1,4,0,0,3.53,1764,0.0,0,0,0,0
ORD002063,14843,1457,2024-03-26 22:00:00,838.36,1,Fashion,45.4,COD,Bihar,Urban,9,3,1,5,0.3333,26.6,702,67,0.0954,5,15,2,0,1,98.6,6,0,0,3.69,559,838.36,0,0,1,0
ORD002064,14792,1229,2024-03-26 23:00:00,1621.54,3,Home,17.8,COD,Delhi,Urban,10,0,2,8,0.0,53.4,742,151,0.2035,3,6,4,0,2,52.4,4,0,0,3.66,813,1621.54,1,0,1,1
ORD002065,10271,1657,2024-03-27 00:00:00,1434.18,1,Electronics,5.8,COD,Bihar,Urban,7,0,0,7,0.0,31.5,803,181,0.2254,1,7,4,0,3,140.5,5,0,0,4.47,1283,1434.18,1,0,1,1
ORD002066,13511,1196,2024-03-27 01:00:00,1091.39,1,Footwear,25.8,COD,West Bengal,Urban,6,0,2,4,0.0,34.9,757,54,0.0713,2,4,1,0,4,227.0,7,0,0,4.07,1487,1091.39,0,0,1,1
ORD002067,11771,1732,2024-03-27 02:00:00,1961.42,1,Beauty,3.8,COD,West Bengal,Semi-Urban,7,0,0,7,0.0,3.5,733,103,0.1405,1,3,4,0,2,71.6,2,0,0,3.85,964,1961.42,0,0,1,0
ORD002068,11262,1422,2024-03-27 03:00:00,395.4,1,Fashion,35.3,COD,Delhi,Urban,7,1,1,5,0.1429,2.6,741,75,0.1012,2,9,2,0,2,69.1,6,0,0,3.78,1087,395.4,0,0,1,1
ORD002069,12424,1571,2024-03-27 04:00:00,1239.73,4,Footwear,19.0,COD,Maharashtra,Urban,9,0,0,9,0.0,9.5,783,272,0.3474,3,7,3,0,2,125.6,2,0,0,3.94,740,1239.73,0,0,1,0
ORD002070,14361,1609,2024-03-27 05:00:00,682.59,1,Footwear,17.4,COD,Karnataka,Urban,7,0,0,7,0.0,11.8,754,113,0.1499,0,7,3,0,2,271.7,5,0,0,4.53,1002,682.59,0,0,1,1
ORD002071,17069,1170,2024-03-27 06:00:00,1902.3,2,Fashion,12.5,UPI,Maharashtra,Urban,5,0,0,5,0.0,25.4,749,117,0.1562,0,2,3,0,4,96.5,4,0,0,3.6,204,0.0,1,0,0,1
ORD002072,10920,1381,2024-03-27 07:00:00,1656.13,1,Electronics,11.6,COD,Bihar,Urban,13,3,1,9,0.2308,12.7,799,82,0.1026,1,6,1,0,5,77.5,4,0,0,3.96,1985,1656.13,0,1,0,1
ORD002073,13430,1172,2024-03-27 08:00:00,1692.58,1,Beauty,11.0,COD,Maharashtra,Semi-Urban,7,0,2,5,0.0,9.6,718,68,0.0947,3,8,4,0,3,63.4,4,0,0,3.93,836,1692.58,1,0,0,1
ORD002074,14435,1662,2024-03-27 09:00:00,2943.13,1,Fashion,46.7,COD,Delhi,Urban,7,0,2,5,0.0,128.5,743,36,0.0485,0,5,3,0,2,151.0,2,0,0,3.78,1305,2943.13,0,0,0,0
ORD002075,14484,1452,2024-03-27 10:00:00,2155.57,2,Footwear,15.3,COD,Maharashtra,Urban,11,3,0,8,0.2727,22.5,770,70,0.0909,1,7,1,0,3,288.6,2,0,0,4.45,578,2155.57,1,0,0,0
ORD002076,12624,1349,2024-03-27 11:00:00,997.79,1,Footwear,12.7,Credit Card,West Bengal,Semi-Urban,14,4,2,8,0.2857,1.6,744,119,0.1599,2,5,2,0,5,304.3,4,0,0,4.31,1715,0.0,0,0,0,0
ORD002077,13760,1633,2024-03-27 12:00:00,1095.8,1,Fashion,27.6,COD,Delhi,Rural,8,0,0,8,0.0,0.5,777,182,0.2342,6,10,7,0,5,199.5,5,0,0,4.0,940,1095.8,0,0,0,1
ORD002078,12050,1493,2024-03-27 13:00:00,1572.72,1,Footwear,15.4,Wallet,Delhi,Urban,8,0,0,8,0.0,33.2,739,14,0.0189,1,6,1,0,4,267.2,3,0,0,3.92,947,0.0,0,0,0,0
ORD002079,13500,1619,2024-03-27 14:00:00,1190.0,2,Fashion,36.3,COD,Delhi,Urban,11,0,0,11,0.0,15.5,758,86,0.1135,3,9,4,0,2,22.6,5,0,0,3.65,62,1190.0,0,0,0,1
ORD002080,11165,1003,2024-03-27 15:00:00,1674.22,2,Fashion,4.5,COD,Maharashtra,Urban,7,0,1,6,0.0,56.3,719,82,0.114,1,8,2,0,3,18.1,2,0,0,4.22,1376,1674.22,0,0,0,1
ORD002081,10375,1092,2024-03-27 16:00:00,287.67,1,Beauty,21.1,Credit Card,West Bengal,Urban,17,0,2,15,0.0,34.1,760,90,0.1184,1,6,5,0,2,23.1,1,0,0,4.25,793,0.0,0,1,0,0
ORD002082,17837,1005,2024-03-27 17:00:00,3389.65,1,Fashion,5.0,Wallet,Maharashtra,Semi-Urban,8,0,1,7,0.0,39.4,764,42,0.055,1,6,3,0,4,78.4,2,0,0,3.47,1633,0.0,0,0,0,0
ORD002083,12033,1287,2024-03-27 18:00:00,1137.53,3,Footwear,10.7,COD,Bihar,Urban,5,0,1,4,0.0,6.1,735,115,0.1565,5,9,2,0,3,231.3,2,0,0,3.95,1941,1137.53,0,0,0,0
ORD002084,16467,1617,2024-03-27 19:00:00,414.27,2,Home,3.5,COD,Karnataka,Semi-Urban,13,1,2,10,0.0769,10.6,795,224,0.2818,2,3,4,0,2,79.5,4,0,0,4.42,1493,414.27,0,0,0,0
ORD002085,10145,1145,2024-03-27 20:00:00,633.79,2,Beauty,18.3,UPI,Karnataka,Rural,7,0,1,6,0.0,28.5,746,107,0.1434,1,11,3,0,4,77.5,3,0,0,4.41,427,0.0,1,0,0,1
ORD002086,16077,1782,2024-03-27 21:00:00,305.64,2,Footwear,12.1,UPI,Karnataka,Semi-Urban,16,1,1,14,0.0625,46.3,693,67,0.0967,0,6,7,0,2,94.6,5,0,0,3.53,936,0.0,0,1,0,0
ORD002087,14388,1423,2024-03-27 22:00:00,570.13,2,Footwear,11.8,Debit Card,Bihar,Urban,10,1,0,9,0.1,41.5,740,128,0.173,3,6,2,0,2,110.2,3,0,0,4.03,758,0.0,0,0,1,0
ORD002088,17832,1607,2024-03-27 23:00:00,1006.92,1,Beauty,20.4,COD,Bihar,Urban,11,0,2,9,0.0,10.3,717,10,0.0139,1,3,2,0,5,44.3,2,0,0,4.33,738,1006.92,0,0,1,0
ORD002089,10431,1456,2024-03-28 00:00:00,2721.2,3,Beauty,15.0,COD,Bihar,Urban,6,0,0,6,0.0,22.4,753,156,0.2072,0,7,1,0,2,61.1,7,0,0,4.07,475,2721.2,1,1,1,0
ORD002090,10704,1740,2024-03-28 01:00:00,1403.05,3,Footwear,6.0,UPI,West Bengal,Semi-Urban,8,1,1,6,0.125,0.1,758,16,0.0211,3,4,1,1,2,195.4,4,0,0,3.85,797,0.0,0,0,1,0
ORD002091,17092,1201,2024-03-28 02:00:00,1261.07,1,Home,15.2,COD,Delhi,Urban,8,2,1,5,0.25,67.6,756,66,0.0873,4,6,7,0,3,86.6,4,0,0,3.69,756,1261.07,0,0,1,0
ORD002092,16094,1211,2024-03-28 03:00:00,554.98,1,Electronics,8.5,COD,Bihar,Urban,11,0,3,8,0.0,8.2,789,62,0.0786,5,9,5,0,4,401.2,2,0,0,3.49,676,554.98,0,0,1,1
ORD002093,12632,1005,2024-03-28 04:00:00,668.68,4,Footwear,7.0,COD,Karnataka,Urban,5,0,0,5,0.0,3.3,732,63,0.0861,2,6,3,0,2,70.1,2,0,0,4.1,356,668.68,1,0,1,1
ORD002094,14494,1623,2024-03-28 05:00:00,700.53,1,Beauty,5.6,COD,Karnataka,Urban,10,4,0,6,0.4,37.4,746,28,0.0375,3,7,5,0,1,220.9,1,0,0,3.91,1949,700.53,1,0,1,0
ORD002095,16960,1375,2024-03-28 06:00:00,717.89,3,Fashion,16.5,Wallet,Maharashtra,Semi-Urban,7,1,0,6,0.1429,31.1,733,99,0.1351,3,6,4,0,3,74.7,4,0,0,4.16,1650,0.0,0,0,0,0
ORD002096,17511,1446,2024-03-28 07:00:00,888.09,1,Fashion,13.7,COD,Delhi,Rural,6,0,0,6,0.0,11.5,764,117,0.1531,2,7,2,0,2,311.5,3,0,0,3.77,1260,888.09,0,0,0,1
ORD002097,10963,1105,2024-03-28 08:00:00,929.26,1,Beauty,18.7,Debit Card,Bihar,Rural,4,0,1,3,0.0,12.7,775,130,0.1677,1,9,2,0,3,142.2,4,0,0,4.19,664,0.0,1,0,0,0
ORD002098,17307,1650,2024-03-28 09:00:00,894.76,1,Beauty,13.4,COD,Delhi,Semi-Urban,10,1,0,9,0.1,30.3,750,90,0.12,1,6,2,0,3,138.5,2,0,0,4.21,161,894.76,1,1,0,1
ORD002099,12234,1400,2024-03-28 10:00:00,733.04,1,Electronics,15.1,Credit Card,Bihar,Urban,7,0,1,6,0.0,0.6,741,129,0.1741,3,11,2,0,2,104.7,4,0,0,4.1,11,0.0,1,1,0,0
ORD002100,12041,1095,2024-03-28 11:00:00,1189.2,1,Beauty,11.5,COD,Karnataka,Urban,10,0,3,7,0.0,76.2,738,179,0.2425,0,8,3,0,2,412.7,3,0,1,4.3,568,1189.2,0,0,0,0
ORD002101,11828,1387,2024-03-28 12:00:00,908.1,1,Fashion,23.6,Wallet,Delhi,Urban,10,0,3,7,0.0,65.8,742,317,0.4272,2,8,2,0,3,197.6,1,0,0,4.02,1701,0.0,1,0,0,0
ORD002102,12108,1451,2024-03-28 13:00:00,421.01,2,Home,17.9,UPI,Delhi,Urban,8,1,0,7,0.125,12.7,733,119,0.1623,3,6,1,0,5,79.9,5,0,0,5.0,860,0.0,0,0,0,0
ORD002103,14068,1415,2024-03-28 14:00:00,1119.49,4,Beauty,3.2,COD,Bihar,Semi-Urban,14,1,0,13,0.0714,34.3,777,132,0.1699,0,6,1,0,2,26.7,5,0,0,3.86,282,1119.49,0,0,0,0
ORD002104,10938,1725,2024-03-28 15:00:00,1022.43,1,Electronics,2.4,COD,Bihar,Rural,9,3,1,5,0.3333,20.9,747,82,0.1098,1,8,4,0,1,132.6,6,0,0,4.12,70,1022.43,0,0,0,0
ORD002105,17547,1503,2024-03-28 16:00:00,425.06,1,Home,21.8,Debit Card,Delhi,Semi-Urban,11,2,0,9,0.1818,30.4,751,127,0.1691,2,8,2,0,4,291.8,2,0,0,3.93,765,0.0,0,0,0,0
ORD002106,14805,1453,2024-03-28 17:00:00,769.1,1,Electronics,2.5,UPI,Bihar,Semi-Urban,8,1,4,3,0.125,59.6,719,122,0.1697,6,9,6,0,3,94.9,3,0,0,4.86,1702,0.0,0,0,0,0
ORD002107,10806,1290,2024-03-28 18:00:00,1569.08,1,Home,3.5,COD,Delhi,Urban,9,2,2,5,0.2222,14.0,783,10,0.0128,5,10,2,0,2,147.7,3,0,0,3.76,1306,1569.08,0,0,0,1
